ROWID,Country,State lgd code,State,District lgd code,District,YearCode,Year,Social group type,Land area size,Category of holdings,Wholly irrigated holdings,Area of wholly irrigated holdings,Wholly unirrigated holdings,Area of wholly unirrigated holdings,Partially irrigated holdings,Irrigated area of partially irrigated holdings,Area of partially irrigated holdings,Holdings receiving irrigation,Net irrigated area of holdings receiving irrigation
13621,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,7,4.178,525,334.046,48,30.385,42.54,55,34.563
13622,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,45,76.011,575,702.171,20,16.818,29.327,65,92.829
13623,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,2,23.31,0,0,0,0,0
13624,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,5,13.139,160,348.857,7,7.059,9.912,12,20.198
13625,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,96,313.073,12,24.068,32.163,12,24.068
13626,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,1,4.52,30,122.73,6,22.598,26.557,7,27.118
13627,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,19,116.884,7,31.818,39.675,7,31.818
13628,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,3,26.22,2,16.201,16.379,2,16.201
13629,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
13630,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,0,0,787,217.074,41,5.055,10.35,41,5.055
13631,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,1066,566.147,6235,4056.856,1274,538.231,790.989,2340,1104.378
13632,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,238,271.417,5487,6931.265,731,641.581,940.692,969,912.998
13633,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,30,373.89,25,256.435,312.592,25,256.435
13634,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,13,34.075,1825,4070.122,245,407.401,528.257,258,441.476
13635,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,1170,3697.241,179,419.405,566.362,179,419.405
13636,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,8,40.692,664,2742.872,118,385.939,487.886,126,426.631
13637,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,467,2510.681,136,608.536,747.355,136,608.536
13638,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,79,632.148,43,281.744,368.775,43,281.744
13639,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,8,219.69,0,0,0,0,0
13640,India,18,Assam,617,Udalguri,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,3871,759.435,18322,4175.222,4743,678.614,1352.592,8614,1438.049
13641,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,7,5.169,0,0,0,0,0
13642,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0
13643,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
13644,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0,0,3,6.183,0,0,0,0,0
13645,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,2,6.707,0,0,0,0,0
13646,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,2,8.61,0,0,0,0,0
13647,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,3,17.405,0,0,0,0,0
13648,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
13649,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,9,4384.27,0,0,0,0,0
13650,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0,0,6,2.25,0,0,0,0,0
13651,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,61,48.244,4378,2784.267,0,0,0,61,48.244
13652,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,128,176.231,4165,5361.401,0,0,0,128,176.231
13653,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,0,0,12,154.702,0,0,0,0,0
13654,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,19,42.383,725,1778.426,0,0,0,19,42.383
13655,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,4,15.167,297,974.293,0,0,0,4,15.167
13656,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,0,0,101,423.081,5,11.327,22.654,5,11.327
13657,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,3,13.564,92,521.846,0,0,0,3,13.564
13658,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,0,0,8,66.338,0,0,0,0,0
13659,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,2,62.682,0,0,0,0,0
13660,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,166,19.653,5984,1702.375,0,0,0,166,19.653
13661,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,0,0,282,201.635,5,1.084,2.711,5,1.084
13662,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,0,0,248,372.527,0,0,0,0,0
13663,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,5,58.56,0,0,0,0,0
13664,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,0,0,136,343.768,0,0,0,0,0
13665,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,57,201.397,0,0,0,0,0
13666,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,0,0,36,158.9,0,0,0,0,0
13667,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,0,0,41,238.195,0,0,0,0,0
13668,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,3,20.727,13,106.253,0,0,0,3,20.727
13669,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
13670,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,5,14.057,476,124.373,0,0,0,5,14.057
13671,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,0,0,3018,2051.7,46,11.343,28.704,46,11.343
13672,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,0,0,2343,3102.474,0,0,0,0,0
13673,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,53,586.9,0,0,0,0,0
13674,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,685,1628.931,0,0,0,0,0
13675,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,305,1044.6,0,0,0,0,0
13676,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,195,866.431,0,0,0,0,0
13677,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,186,1055.259,0,0,0,0,0
13678,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,77,638.816,0,0,0,0,0
13679,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,11,322.39,0,0,0,0,0
13680,India,18,Assam,618,Kamrup Metro,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,0,0,5286,1335.521,0,0,0,0,0
13681,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
13682,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0
13683,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,9,82.327,0,0,0,0,0,9,82.327
13684,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,0,0,0,0,0,0,0,0,0
13685,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
13686,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
13687,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
13688,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
13689,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,0,0,0,0,0,0,0
13690,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,0,0,0,0,0,0,0,0,0
13691,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,38049,28899.826,7508,5331.878,11997,5542.645,9108.603,50046,34442.471
13692,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,15232,24345.274,5177,8925.273,6889,6052.846,10792.178,22121,30398.12
13693,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
13694,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,3055,7664.575,1523,4132.549,1915,2844.77,4998.951,4970,10509.345
13695,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,113,394.03,39,140.748,127,223.664,390.06,240,617.694
13696,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,64,286.872,14,56.483,58,107.504,206.892,122,394.376
13697,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,34,209.583,0,0,13,23.514,66.403,47,233.097
13698,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,5,39.26,0,0,0,0,0,5,39.26
13699,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0,0,0,0,0,0
13700,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,170944,57347.319,31445,14511.249,12675,4497.075,7803.423,183619,61844.394
13701,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,13262,10333.549,6596,3555.366,2617,1164.922,2185.173,15879,11498.471
13702,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,4506,7231.009,2217,2935.591,647,586.217,1115.724,5153,7817.226
13703,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
13704,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,604,1458.641,468,1048.786,192,236.561,473.394,796,1695.202
13705,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,31,110.625,73,230.597,21,62.703,72.32,52,173.328
13706,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,30,147.5,0,0,2,6.36,9.54,32,153.86
13707,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,5,25,0,0,5,24.308,28.84,10,49.308
13708,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,6,46.75,0,0,0,0,0,6,46.75
13709,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
13710,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,60224,21859.651,26814,10304.654,2244,819.926,1446.516,62468,22679.577
13711,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,2240,1709.727,1487,1036.332,312,137.022,236.211,2552,1846.749
13712,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,648,900.171,240,314.523,185,153.094,260.199,833,1053.265
13713,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
13714,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,441,1192.07,148,361.361,25,19.079,68.754,466,1211.149
13715,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,3,2.892,0,0,0,0,0
13716,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
13717,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
13718,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
13719,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
13720,India,19,West Bengal,303,North 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,8382,3672.407,12493,3855.358,615,234.514,397.544,8997,3906.921
13721,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,66,44,7,6,0,0,0,66,44
13722,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,60,77,0,0,0,0,0,60,77
13723,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,2,21,0,0,2,7.482,21.06,4,28.482
13724,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,35,92,0,0,0,0,0,35,92
13725,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,8,25,0,0,0,0,0,8,25
13726,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,11,47,0,0,0,0,0,11,47
13727,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(5.0-7.5),Medium,5,25,0,0,0,0,0,5,25
13728,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(7.5-10.0),Medium,1,8.47,0,0,0,0,0,1,8.47
13729,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,20 & Above,Large,0,0,1,58,0,0,0,0,0
13730,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,Below 0.5,Marginal,85,35.2,0,0,0,0,0,85,35.2
13731,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(0.5-1.0),Marginal,11877,10086.298,34276,24519.255,17226,5619.444,13092.527,29103,15705.742
13732,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(1.0-2.0),Small,8568,12878.624,18933,28776.63,14875,8822.781,23016.078,23443,21701.405
13733,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
13734,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(2.0-3.0),Semi-Medium,1059,2834.544,1271,3309.644,1937,1503.849,5026.284,2996,4338.393
13735,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(3.0-4.0),Semi-Medium,80,269.104,130,443.495,121,176.467,406.003,201,445.571
13736,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(4.0-5.0),Medium,28,121.35,37,163.639,17,22.955,78.121,45,144.305
13737,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(5.0-7.5),Medium,23,117.46,19,76.57,10,12.85,49.191,33,130.31
13738,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,(7.5-10.0),Medium,5,49.41,0,0,0,0,0,5,49.41
13739,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,20 & Above,Large,0,0,0,0,0,0,0,0,0
13740,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Others,Below 0.5,Marginal,57506,27776.885,161027,52522.748,21889,5650.733,12774.951,79395,33427.618
13741,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(0.5-1.0),Marginal,10117,8037.32,25373,18868.742,19334,6021.131,14306.764,29451,14058.451
13742,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(1.0-2.0),Small,2358,3837.771,11653,18489.26,8277,5080,13105.914,10635,8917.771
13743,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
13744,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(2.0-3.0),Semi-Medium,497,1461.145,1055,2988.989,1401,1396.603,4084.651,1898,2857.748
13745,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(3.0-4.0),Semi-Medium,0,0,23,75.265,25,27.176,84.831,25,27.176
13746,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(4.0-5.0),Medium,13,62.12,5,12.927,5,8.167,18.124,18,70.287
13747,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(5.0-7.5),Medium,10,52.3,0,0,0,0,0,10,52.3
13748,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
13749,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,20 & Above,Large,0,0,0,0,0,0,0,0,0
13750,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Caste,Below 0.5,Marginal,39597,14913.257,107845,24102.066,17410,3201.357,6874.176,57007,18114.614
13751,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(0.5-1.0),Marginal,1664,1368.77,2059,1569.425,905,257.628,663.182,2569,1626.398
13752,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(1.0-2.0),Small,324,499.014,256,320.623,308,149.226,504.481,632,648.24
13753,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,0,0,0,0,0
13754,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(2.0-3.0),Semi-Medium,9,21.656,5,8.164,15,3.54,37.35,24,25.196
13755,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
13756,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,6,28.43,0,0,0,0,0
13757,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,0,0,0,0,0
13758,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,0,0,0,0,0
13759,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,20 & Above,Large,0,0,0,0,0,0,0,0,0
13916,India,19,West Bengal,308,Coochbehar,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
13760,India,19,West Bengal,304,South 24 Parganas,2015,"Agriculture Year (Jul - Jun), 2015",Scheduled Tribes,Below 0.5,Marginal,5701,2240.246,7320,2728.889,859,315.604,636.92,6560,2555.85
13761,India,19,West Bengal,305,Bankura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(0.5-1.0),Marginal,0,0,0,0,0,0,0,0,0
13762,India,19,West Bengal,305,Bankura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(1.0-2.0),Small,0,0,0,0,0,0,0,0,0
13763,India,19,West Bengal,305,Bankura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(10.0-20.0),Large,1,10,1,1.255,3,6.477,16.461,4,16.477
13764,India,19,West Bengal,305,Bankura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(2.0-3.0),Semi-Medium,6,15,0,0,0,0,0,6,15
13765,India,19,West Bengal,305,Bankura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(3.0-4.0),Semi-Medium,0,0,0,0,0,0,0,0,0
13766,India,19,West Bengal,305,Bankura,2015,"Agriculture Year (Jul - Jun), 2015",Institutional,(4.0-5.0),Medium,0,0,0,0,0,0,0,0,0
